id_partida,regiao,id_players,name_players,pick,win,win_rate,modo,mapa,data_adicao,player_tag,player_name,id_time,nome_time,tipo
20260810T073434_Center Stage_#QLVP829R_#80PVPCC29_#G9Q809VR_#JP2GV2RU_#8GJY9G8UQ_#9RG9UPJU9_KENJI_STARR NOVA_MAX_EMZ_ASH_MEG,EMEA,#QLVP829R;#80PVPCC29;#G9Q809VR;#JP2GV2RU;#8GJY9G8UQ;#9RG9UPJU9,Code: Gas;NAVI|Enraged;king von;⛩|AnhQuan64🎋;lollo♡;Niko 夜🖤,ASH,0,0.0%,brawlBall,Center Stage,10/08/2026 04:34:34,#8GJY9G8UQ,lollo♡,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T073434_Center Stage_#QLVP829R_#80PVPCC29_#G9Q809VR_#JP2GV2RU_#8GJY9G8UQ_#9RG9UPJU9_KENJI_STARR NOVA_MAX_EMZ_ASH_MEG,EMEA,#QLVP829R;#80PVPCC29;#G9Q809VR;#JP2GV2RU;#8GJY9G8UQ;#9RG9UPJU9,Code: Gas;NAVI|Enraged;king von;⛩|AnhQuan64🎋;lollo♡;Niko 夜🖤,MEG,0,0.0%,brawlBall,Center Stage,10/08/2026 04:34:34,#9RG9UPJU9,Niko 夜🖤,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T073246_Center Stage_#QLVP829R_#80PVPCC29_#G9Q809VR_#JP2GV2RU_#8GJY9G8UQ_#9RG9UPJU9_KENJI_STARR NOVA_MAX_EMZ_ASH_MEG,EMEA,#QLVP829R;#80PVPCC29;#G9Q809VR;#JP2GV2RU;#8GJY9G8UQ;#9RG9UPJU9,Code: Gas;NAVI|Enraged;king von;⛩|AnhQuan64🎋;lollo♡;Niko 夜🖤,KENJI,0,0.0%,brawlBall,Center Stage,10/08/2026 04:32:46,#QLVP829R,Code: Gas,NAVI,NAVI,tournament
20260810T073246_Center Stage_#QLVP829R_#80PVPCC29_#G9Q809VR_#JP2GV2RU_#8GJY9G8UQ_#9RG9UPJU9_KENJI_STARR NOVA_MAX_EMZ_ASH_MEG,EMEA,#QLVP829R;#80PVPCC29;#G9Q809VR;#JP2GV2RU;#8GJY9G8UQ;#9RG9UPJU9,Code: Gas;NAVI|Enraged;king von;⛩|AnhQuan64🎋;lollo♡;Niko 夜🖤,STARR NOVA,0,0.0%,brawlBall,Center Stage,10/08/2026 04:32:46,#80PVPCC29,NAVI|Enraged,NAVI,NAVI,tournament
20260810T073246_Center Stage_#QLVP829R_#80PVPCC29_#G9Q809VR_#JP2GV2RU_#8GJY9G8UQ_#9RG9UPJU9_KENJI_STARR NOVA_MAX_EMZ_ASH_MEG,EMEA,#QLVP829R;#80PVPCC29;#G9Q809VR;#JP2GV2RU;#8GJY9G8UQ;#9RG9UPJU9,Code: Gas;NAVI|Enraged;king von;⛩|AnhQuan64🎋;lollo♡;Niko 夜🖤,MAX,0,0.0%,brawlBall,Center Stage,10/08/2026 04:32:46,#G9Q809VR,king von,NAVI,NAVI,tournament
20260810T073246_Center Stage_#QLVP829R_#80PVPCC29_#G9Q809VR_#JP2GV2RU_#8GJY9G8UQ_#9RG9UPJU9_KENJI_STARR NOVA_MAX_EMZ_ASH_MEG,EMEA,#QLVP829R;#80PVPCC29;#G9Q809VR;#JP2GV2RU;#8GJY9G8UQ;#9RG9UPJU9,Code: Gas;NAVI|Enraged;king von;⛩|AnhQuan64🎋;lollo♡;Niko 夜🖤,EMZ,1,100.0%,brawlBall,Center Stage,10/08/2026 04:32:46,#JP2GV2RU,⛩|AnhQuan64🎋,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T073246_Center Stage_#QLVP829R_#80PVPCC29_#G9Q809VR_#JP2GV2RU_#8GJY9G8UQ_#9RG9UPJU9_KENJI_STARR NOVA_MAX_EMZ_ASH_MEG,EMEA,#QLVP829R;#80PVPCC29;#G9Q809VR;#JP2GV2RU;#8GJY9G8UQ;#9RG9UPJU9,Code: Gas;NAVI|Enraged;king von;⛩|AnhQuan64🎋;lollo♡;Niko 夜🖤,ASH,1,100.0%,brawlBall,Center Stage,10/08/2026 04:32:46,#8GJY9G8UQ,lollo♡,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T073246_Center Stage_#QLVP829R_#80PVPCC29_#G9Q809VR_#JP2GV2RU_#8GJY9G8UQ_#9RG9UPJU9_KENJI_STARR NOVA_MAX_EMZ_ASH_MEG,EMEA,#QLVP829R;#80PVPCC29;#G9Q809VR;#JP2GV2RU;#8GJY9G8UQ;#9RG9UPJU9,Code: Gas;NAVI|Enraged;king von;⛩|AnhQuan64🎋;lollo♡;Niko 夜🖤,MEG,1,100.0%,brawlBall,Center Stage,10/08/2026 04:32:46,#9RG9UPJU9,Niko 夜🖤,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T072240_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,RUFFS,1,100.0%,bounty,Dry Season,10/08/2026 04:22:40,#PLGGUGVJQ,@elyaCookie♻️,OPONENTE_T0,DESCONHECIDO T0,tournament
20260810T072240_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,PIERCE,1,100.0%,bounty,Dry Season,10/08/2026 04:22:40,#99QYLQCU,Bakii ℘,OPONENTE_T0,DESCONHECIDO T0,tournament
20260810T072240_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,MAX,1,100.0%,bounty,Dry Season,10/08/2026 04:22:40,#22YJPR20P,Marplex,OPONENTE_T0,DESCONHECIDO T0,tournament
20260810T072240_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,KAZE,0,0.0%,bounty,Dry Season,10/08/2026 04:22:40,#2JYYUVG9R,心走开| Snow 💤,NAVI,NAVI,tournament
20260810T072240_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,GENE,0,0.0%,bounty,Dry Season,10/08/2026 04:22:40,#88YQ08P92,Agro|Voͥicͣeͫ🥀,NAVI,NAVI,tournament
20260810T072240_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,STARR NOVA,0,0.0%,bounty,Dry Season,10/08/2026 04:22:40,#80PVPCC29,NAVI|Enraged,NAVI,NAVI,tournament
20260810T072041_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,RUFFS,1,100.0%,bounty,Dry Season,10/08/2026 04:20:41,#PLGGUGVJQ,@elyaCookie♻️,OPONENTE_T0,DESCONHECIDO T0,tournament
20260810T072041_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,PIERCE,1,100.0%,bounty,Dry Season,10/08/2026 04:20:41,#99QYLQCU,Bakii ℘,OPONENTE_T0,DESCONHECIDO T0,tournament
20260810T072041_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,MAX,1,100.0%,bounty,Dry Season,10/08/2026 04:20:41,#22YJPR20P,Marplex,OPONENTE_T0,DESCONHECIDO T0,tournament
20260810T072041_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,KAZE,0,0.0%,bounty,Dry Season,10/08/2026 04:20:41,#2JYYUVG9R,心走开| Snow 💤,NAVI,NAVI,tournament
20260810T072041_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,GENE,0,0.0%,bounty,Dry Season,10/08/2026 04:20:41,#88YQ08P92,Agro|Voͥicͣeͫ🥀,NAVI,NAVI,tournament
20260810T072041_Dry Season_#PLGGUGVJQ_#99QYLQCU_#22YJPR20P_#2JYYUVG9R_#88YQ08P92_#80PVPCC29_RUFFS_PIERCE_MAX_KAZE_GENE_STARR NOVA,EMEA,#PLGGUGVJQ;#99QYLQCU;#22YJPR20P;#2JYYUVG9R;#88YQ08P92;#80PVPCC29,@elyaCookie♻️;Bakii ℘;Marplex;心走开| Snow 💤;Agro|Voͥicͣeͫ🥀;NAVI|Enraged,STARR NOVA,0,0.0%,bounty,Dry Season,10/08/2026 04:20:41,#80PVPCC29,NAVI|Enraged,NAVI,NAVI,tournament
20260810T084812_Goldarm Gulch_#G2L0UVJLR_#2YR9898RR0_#RG2VP2UYG_#8J0JUYQCY_#PR8QP8RYC_#9PQQ8GQQ_LUMI_MORTIS_PIPER_CROW_PIERCE_ANGELO,EMEA,#G2L0UVJLR;#2YR9898RR0;#RG2VP2UYG;#8J0JUYQCY;#PR8QP8RYC;#9PQQ8GQQ,• 𝔍𝔰𝔥𝔞 •;ФИHCKИЙ;жирная печенька;krzuba _W..or.L;pedro;NOVO | Filippo,LUMI,1,100.0%,knockout,Goldarm Gulch,10/08/2026 05:48:12,#G2L0UVJLR,• 𝔍𝔰𝔥𝔞 •,OPONENTE_T0,DESCONHECIDO T0,tournament
20260810T084812_Goldarm Gulch_#G2L0UVJLR_#2YR9898RR0_#RG2VP2UYG_#8J0JUYQCY_#PR8QP8RYC_#9PQQ8GQQ_LUMI_MORTIS_PIPER_CROW_PIERCE_ANGELO,EMEA,#G2L0UVJLR;#2YR9898RR0;#RG2VP2UYG;#8J0JUYQCY;#PR8QP8RYC;#9PQQ8GQQ,• 𝔍𝔰𝔥𝔞 •;ФИHCKИЙ;жирная печенька;krzuba _W..or.L;pedro;NOVO | Filippo,MORTIS,1,100.0%,knockout,Goldarm Gulch,10/08/2026 05:48:12,#2YR9898RR0,ФИHCKИЙ,OPONENTE_T0,DESCONHECIDO T0,tournament
20260810T084812_Goldarm Gulch_#G2L0UVJLR_#2YR9898RR0_#RG2VP2UYG_#8J0JUYQCY_#PR8QP8RYC_#9PQQ8GQQ_LUMI_MORTIS_PIPER_CROW_PIERCE_ANGELO,EMEA,#G2L0UVJLR;#2YR9898RR0;#RG2VP2UYG;#8J0JUYQCY;#PR8QP8RYC;#9PQQ8GQQ,• 𝔍𝔰𝔥𝔞 •;ФИHCKИЙ;жирная печенька;krzuba _W..or.L;pedro;NOVO | Filippo,PIPER,1,100.0%,knockout,Goldarm Gulch,10/08/2026 05:48:12,#RG2VP2UYG,жирная печенька,OPONENTE_T0,DESCONHECIDO T0,tournament
20260810T084812_Goldarm Gulch_#G2L0UVJLR_#2YR9898RR0_#RG2VP2UYG_#8J0JUYQCY_#PR8QP8RYC_#9PQQ8GQQ_LUMI_MORTIS_PIPER_CROW_PIERCE_ANGELO,EMEA,#G2L0UVJLR;#2YR9898RR0;#RG2VP2UYG;#8J0JUYQCY;#PR8QP8RYC;#9PQQ8GQQ,• 𝔍𝔰𝔥𝔞 •;ФИHCKИЙ;жирная печенька;krzuba _W..or.L;pedro;NOVO | Filippo,CROW,0,0.0%,knockout,Goldarm Gulch,10/08/2026 05:48:12,#8J0JUYQCY,krzuba _W..or.L,NOVO,NOVO ESPORTS,tournament
20260810T084812_Goldarm Gulch_#G2L0UVJLR_#2YR9898RR0_#RG2VP2UYG_#8J0JUYQCY_#PR8QP8RYC_#9PQQ8GQQ_LUMI_MORTIS_PIPER_CROW_PIERCE_ANGELO,EMEA,#G2L0UVJLR;#2YR9898RR0;#RG2VP2UYG;#8J0JUYQCY;#PR8QP8RYC;#9PQQ8GQQ,• 𝔍𝔰𝔥𝔞 •;ФИHCKИЙ;жирная печенька;krzuba _W..or.L;pedro;NOVO | Filippo,PIERCE,0,0.0%,knockout,Goldarm Gulch,10/08/2026 05:48:12,#PR8QP8RYC,pedro,NOVO,NOVO ESPORTS,tournament
20260810T084812_Goldarm Gulch_#G2L0UVJLR_#2YR9898RR0_#RG2VP2UYG_#8J0JUYQCY_#PR8QP8RYC_#9PQQ8GQQ_LUMI_MORTIS_PIPER_CROW_PIERCE_ANGELO,EMEA,#G2L0UVJLR;#2YR9898RR0;#RG2VP2UYG;#8J0JUYQCY;#PR8QP8RYC;#9PQQ8GQQ,• 𝔍𝔰𝔥𝔞 •;ФИHCKИЙ;жирная печенька;krzuba _W..or.L;pedro;NOVO | Filippo,ANGELO,0,0.0%,knockout,Goldarm Gulch,10/08/2026 05:48:12,#9PQQ8GQQ,NOVO | Filippo,NOVO,NOVO ESPORTS,tournament
20260810T084600_Goldarm Gulch_#9PQQ8GQQ_#LYRVQGQLP_#PRPP0QCC2_#QLUYYUR8_#P9LRRPPCJ_#2V9ULVGQL_ANGELO_MEG_RICO_EDGAR_RICO_NAJIA,EMEA,#9PQQ8GQQ;#LYRVQGQLP;#PRPP0QCC2;#QLUYYUR8;#P9LRRPPCJ;#2V9ULVGQL,NOVO | Filippo;TTM|Wiewix7🌓;hQd | Ki9hok 🐙;magma;Roi Fou;odysseus,ANGELO,1,100.0%,knockout,Goldarm Gulch,10/08/2026 05:46:00,#9PQQ8GQQ,NOVO | Filippo,NOVO,NOVO ESPORTS,tournament
20260810T084600_Goldarm Gulch_#9PQQ8GQQ_#LYRVQGQLP_#PRPP0QCC2_#QLUYYUR8_#P9LRRPPCJ_#2V9ULVGQL_ANGELO_MEG_RICO_EDGAR_RICO_NAJIA,EMEA,#9PQQ8GQQ;#LYRVQGQLP;#PRPP0QCC2;#QLUYYUR8;#P9LRRPPCJ;#2V9ULVGQL,NOVO | Filippo;TTM|Wiewix7🌓;hQd | Ki9hok 🐙;magma;Roi Fou;odysseus,MEG,1,100.0%,knockout,Goldarm Gulch,10/08/2026 05:46:00,#LYRVQGQLP,TTM|Wiewix7🌓,NOVO,NOVO ESPORTS,tournament
20260810T084600_Goldarm Gulch_#9PQQ8GQQ_#LYRVQGQLP_#PRPP0QCC2_#QLUYYUR8_#P9LRRPPCJ_#2V9ULVGQL_ANGELO_MEG_RICO_EDGAR_RICO_NAJIA,EMEA,#9PQQ8GQQ;#LYRVQGQLP;#PRPP0QCC2;#QLUYYUR8;#P9LRRPPCJ;#2V9ULVGQL,NOVO | Filippo;TTM|Wiewix7🌓;hQd | Ki9hok 🐙;magma;Roi Fou;odysseus,RICO,1,100.0%,knockout,Goldarm Gulch,10/08/2026 05:46:00,#PRPP0QCC2,hQd | Ki9hok 🐙,NOVO,NOVO ESPORTS,tournament
20260810T084600_Goldarm Gulch_#9PQQ8GQQ_#LYRVQGQLP_#PRPP0QCC2_#QLUYYUR8_#P9LRRPPCJ_#2V9ULVGQL_ANGELO_MEG_RICO_EDGAR_RICO_NAJIA,EMEA,#9PQQ8GQQ;#LYRVQGQLP;#PRPP0QCC2;#QLUYYUR8;#P9LRRPPCJ;#2V9ULVGQL,NOVO | Filippo;TTM|Wiewix7🌓;hQd | Ki9hok 🐙;magma;Roi Fou;odysseus,EDGAR,0,0.0%,knockout,Goldarm Gulch,10/08/2026 05:46:00,#QLUYYUR8,magma,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T084600_Goldarm Gulch_#9PQQ8GQQ_#LYRVQGQLP_#PRPP0QCC2_#QLUYYUR8_#P9LRRPPCJ_#2V9ULVGQL_ANGELO_MEG_RICO_EDGAR_RICO_NAJIA,EMEA,#9PQQ8GQQ;#LYRVQGQLP;#PRPP0QCC2;#QLUYYUR8;#P9LRRPPCJ;#2V9ULVGQL,NOVO | Filippo;TTM|Wiewix7🌓;hQd | Ki9hok 🐙;magma;Roi Fou;odysseus,RICO,0,0.0%,knockout,Goldarm Gulch,10/08/2026 05:46:00,#P9LRRPPCJ,Roi Fou,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T084600_Goldarm Gulch_#9PQQ8GQQ_#LYRVQGQLP_#PRPP0QCC2_#QLUYYUR8_#P9LRRPPCJ_#2V9ULVGQL_ANGELO_MEG_RICO_EDGAR_RICO_NAJIA,EMEA,#9PQQ8GQQ;#LYRVQGQLP;#PRPP0QCC2;#QLUYYUR8;#P9LRRPPCJ;#2V9ULVGQL,NOVO | Filippo;TTM|Wiewix7🌓;hQd | Ki9hok 🐙;magma;Roi Fou;odysseus,NAJIA,0,0.0%,knockout,Goldarm Gulch,10/08/2026 05:46:00,#2V9ULVGQL,odysseus,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T084356_Spiraling Out_#89Q8R82_#89L9JQ9R2_#9PQQ8GQQ_#2GRRVJ2L00_#2R9JCRV9Y8_#CRU09RCQU_KENJI_COLT_RICO_RICO_EMZ_COLT,EMEA,#89Q8R82;#89L9JQ9R2;#9PQQ8GQQ;#2GRRVJ2L00;#2R9JCRV9Y8;#CRU09RCQU,RSD|val;DODGE THIS 🏹;NOVO | Filippo;Brawler;Brawler;Brawler,KENJI,1,100.0%,brawlBall,Spiraling Out,10/08/2026 05:43:56,#89Q8R82,RSD|val,NOVO,NOVO ESPORTS,tournament
20260810T084356_Spiraling Out_#89Q8R82_#89L9JQ9R2_#9PQQ8GQQ_#2GRRVJ2L00_#2R9JCRV9Y8_#CRU09RCQU_KENJI_COLT_RICO_RICO_EMZ_COLT,EMEA,#89Q8R82;#89L9JQ9R2;#9PQQ8GQQ;#2GRRVJ2L00;#2R9JCRV9Y8;#CRU09RCQU,RSD|val;DODGE THIS 🏹;NOVO | Filippo;Brawler;Brawler;Brawler,COLT,1,100.0%,brawlBall,Spiraling Out,10/08/2026 05:43:56,#89L9JQ9R2,DODGE THIS 🏹,NOVO,NOVO ESPORTS,tournament
20260810T084356_Spiraling Out_#89Q8R82_#89L9JQ9R2_#9PQQ8GQQ_#2GRRVJ2L00_#2R9JCRV9Y8_#CRU09RCQU_KENJI_COLT_RICO_RICO_EMZ_COLT,EMEA,#89Q8R82;#89L9JQ9R2;#9PQQ8GQQ;#2GRRVJ2L00;#2R9JCRV9Y8;#CRU09RCQU,RSD|val;DODGE THIS 🏹;NOVO | Filippo;Brawler;Brawler;Brawler,RICO,1,100.0%,brawlBall,Spiraling Out,10/08/2026 05:43:56,#9PQQ8GQQ,NOVO | Filippo,NOVO,NOVO ESPORTS,tournament
20260810T084356_Spiraling Out_#89Q8R82_#89L9JQ9R2_#9PQQ8GQQ_#2GRRVJ2L00_#2R9JCRV9Y8_#CRU09RCQU_KENJI_COLT_RICO_RICO_EMZ_COLT,EMEA,#89Q8R82;#89L9JQ9R2;#9PQQ8GQQ;#2GRRVJ2L00;#2R9JCRV9Y8;#CRU09RCQU,RSD|val;DODGE THIS 🏹;NOVO | Filippo;Brawler;Brawler;Brawler,RICO,0,0.0%,brawlBall,Spiraling Out,10/08/2026 05:43:56,#2GRRVJ2L00,Brawler,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T084356_Spiraling Out_#89Q8R82_#89L9JQ9R2_#9PQQ8GQQ_#2GRRVJ2L00_#2R9JCRV9Y8_#CRU09RCQU_KENJI_COLT_RICO_RICO_EMZ_COLT,EMEA,#89Q8R82;#89L9JQ9R2;#9PQQ8GQQ;#2GRRVJ2L00;#2R9JCRV9Y8;#CRU09RCQU,RSD|val;DODGE THIS 🏹;NOVO | Filippo;Brawler;Brawler;Brawler,EMZ,0,0.0%,brawlBall,Spiraling Out,10/08/2026 05:43:56,#2R9JCRV9Y8,Brawler,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T084356_Spiraling Out_#89Q8R82_#89L9JQ9R2_#9PQQ8GQQ_#2GRRVJ2L00_#2R9JCRV9Y8_#CRU09RCQU_KENJI_COLT_RICO_RICO_EMZ_COLT,EMEA,#89Q8R82;#89L9JQ9R2;#9PQQ8GQQ;#2GRRVJ2L00;#2R9JCRV9Y8;#CRU09RCQU,RSD|val;DODGE THIS 🏹;NOVO | Filippo;Brawler;Brawler;Brawler,COLT,0,0.0%,brawlBall,Spiraling Out,10/08/2026 05:43:56,#CRU09RCQU,Brawler,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T084157_Spiraling Out_#8RLUL98GR_#PQC2CUUG9_#9PQQ8GQQ_#88RR8ULC2_#9C2CU9GCY_#P8L0P9LJV_BULL_GRIFF_RICO_BULL_CHARLIE_GRIFF,EMEA,#8RLUL98GR;#PQC2CUUG9;#9PQQ8GQQ;#88RR8ULC2;#9C2CU9GCY;#P8L0P9LJV,¥ZK |Arkonix₩;Galaxy/FWD🎁;NOVO | Filippo;𝕽𝖆𝖎𝖓|☔️;RS | Larzix 🧃;🦈TraviK🦈,BULL,0,0.0%,brawlBall,Spiraling Out,10/08/2026 05:41:57,#8RLUL98GR,¥ZK |Arkonix₩,NOVO,NOVO ESPORTS,tournament
20260810T084157_Spiraling Out_#8RLUL98GR_#PQC2CUUG9_#9PQQ8GQQ_#88RR8ULC2_#9C2CU9GCY_#P8L0P9LJV_BULL_GRIFF_RICO_BULL_CHARLIE_GRIFF,EMEA,#8RLUL98GR;#PQC2CUUG9;#9PQQ8GQQ;#88RR8ULC2;#9C2CU9GCY;#P8L0P9LJV,¥ZK |Arkonix₩;Galaxy/FWD🎁;NOVO | Filippo;𝕽𝖆𝖎𝖓|☔️;RS | Larzix 🧃;🦈TraviK🦈,GRIFF,0,0.0%,brawlBall,Spiraling Out,10/08/2026 05:41:57,#PQC2CUUG9,Galaxy/FWD🎁,NOVO,NOVO ESPORTS,tournament
20260810T084157_Spiraling Out_#8RLUL98GR_#PQC2CUUG9_#9PQQ8GQQ_#88RR8ULC2_#9C2CU9GCY_#P8L0P9LJV_BULL_GRIFF_RICO_BULL_CHARLIE_GRIFF,EMEA,#8RLUL98GR;#PQC2CUUG9;#9PQQ8GQQ;#88RR8ULC2;#9C2CU9GCY;#P8L0P9LJV,¥ZK |Arkonix₩;Galaxy/FWD🎁;NOVO | Filippo;𝕽𝖆𝖎𝖓|☔️;RS | Larzix 🧃;🦈TraviK🦈,RICO,0,0.0%,brawlBall,Spiraling Out,10/08/2026 05:41:57,#9PQQ8GQQ,NOVO | Filippo,NOVO,NOVO ESPORTS,tournament
20260810T084157_Spiraling Out_#8RLUL98GR_#PQC2CUUG9_#9PQQ8GQQ_#88RR8ULC2_#9C2CU9GCY_#P8L0P9LJV_BULL_GRIFF_RICO_BULL_CHARLIE_GRIFF,EMEA,#8RLUL98GR;#PQC2CUUG9;#9PQQ8GQQ;#88RR8ULC2;#9C2CU9GCY;#P8L0P9LJV,¥ZK |Arkonix₩;Galaxy/FWD🎁;NOVO | Filippo;𝕽𝖆𝖎𝖓|☔️;RS | Larzix 🧃;🦈TraviK🦈,BULL,1,100.0%,brawlBall,Spiraling Out,10/08/2026 05:41:57,#88RR8ULC2,𝕽𝖆𝖎𝖓|☔️,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T084157_Spiraling Out_#8RLUL98GR_#PQC2CUUG9_#9PQQ8GQQ_#88RR8ULC2_#9C2CU9GCY_#P8L0P9LJV_BULL_GRIFF_RICO_BULL_CHARLIE_GRIFF,EMEA,#8RLUL98GR;#PQC2CUUG9;#9PQQ8GQQ;#88RR8ULC2;#9C2CU9GCY;#P8L0P9LJV,¥ZK |Arkonix₩;Galaxy/FWD🎁;NOVO | Filippo;𝕽𝖆𝖎𝖓|☔️;RS | Larzix 🧃;🦈TraviK🦈,CHARLIE,1,100.0%,brawlBall,Spiraling Out,10/08/2026 05:41:57,#9C2CU9GCY,RS | Larzix 🧃,OPONENTE_T1,DESCONHECIDO T1,tournament
20260810T084157_Spiraling Out_#8RLUL98GR_#PQC2CUUG9_#9PQQ8GQQ_#88RR8ULC2_#9C2CU9GCY_#P8L0P9LJV_BULL_GRIFF_RICO_BULL_CHARLIE_GRIFF,EMEA,#8RLUL98GR;#PQC2CUUG9;#9PQQ8GQQ;#88RR8ULC2;#9C2CU9GCY;#P8L0P9LJV,¥ZK |Arkonix₩;Galaxy/FWD🎁;NOVO | Filippo;𝕽𝖆𝖎𝖓|☔️;RS | Larzix 🧃;🦈TraviK🦈,GRIFF,1,100.0%,brawlBall,Spiraling Out,10/08/2026 05:41:57,#P8L0P9LJV,🦈TraviK🦈,OPONENTE_T1,DESCONHECIDO T1,tournament
