regiao,modo,mapa,pick,picks,vitorias,win_rate
SA,bounty,Shooting Star,NAJIA,2,1,50.0%
SA,bounty,Shooting Star,NANI,6,3,50.0%
SA,bounty,Shooting Star,OLLIE,1,0,0.0%
SA,bounty,Shooting Star,OTIS,1,0,0.0%
SA,bounty,Shooting Star,PAM,1,0,0.0%
SA,bounty,Shooting Star,PENNY,1,0,0.0%
SA,bounty,Shooting Star,PIERCE,5,2,40.0%
SA,bounty,Shooting Star,PIPER,4,4,100.0%
SA,bounty,Shooting Star,R-T,5,4,80.0%
SA,bounty,Shooting Star,RUFFS,4,1,25.0%
SA,bounty,Shooting Star,SQUEAK,1,1,100.0%
SA,bounty,Shooting Star,TICK,1,1,100.0%
SA,bounty,Shooting Star,ZIGGY,1,1,100.0%
SA,brawlBall,Backyard Bowl,DAMIAN,1,0,0.0%
SA,brawlBall,Backyard Bowl,HANK,1,0,0.0%
SA,brawlBall,Pinhole Punt,ALLI,7,3,42.9%
SA,brawlBall,Pinhole Punt,ASH,1,0,0.0%
SA,brawlBall,Pinhole Punt,BULL,2,1,50.0%
SA,brawlBall,Pinhole Punt,BUSTER,3,1,33.3%
SA,brawlBall,Pinhole Punt,BYRON,1,1,100.0%
SA,brawlBall,Pinhole Punt,CARL,1,0,0.0%
SA,brawlBall,Pinhole Punt,CHARLIE,6,4,66.7%
SA,brawlBall,Pinhole Punt,CHESTER,8,6,75.0%
SA,brawlBall,Pinhole Punt,COLETTE,6,2,33.3%
SA,brawlBall,Pinhole Punt,COLT,1,1,100.0%
SA,brawlBall,Pinhole Punt,CORDELIUS,2,1,50.0%
SA,brawlBall,Pinhole Punt,EDGAR,5,3,60.0%
SA,brawlBall,Pinhole Punt,EMZ,2,1,50.0%
SA,brawlBall,Pinhole Punt,FANG,4,2,50.0%
SA,brawlBall,Pinhole Punt,GRIFF,3,1,33.3%
SA,brawlBall,Pinhole Punt,HANK,1,1,100.0%
SA,brawlBall,Pinhole Punt,KENJI,3,1,33.3%
SA,brawlBall,Pinhole Punt,LEON,5,2,40.0%
SA,brawlBall,Pinhole Punt,LUMI,7,3,42.9%
SA,brawlBall,Pinhole Punt,MEEPLE,8,5,62.5%
SA,brawlBall,Pinhole Punt,MINA,4,3,75.0%
SA,brawlBall,Pinhole Punt,MOE,4,1,25.0%
SA,brawlBall,Pinhole Punt,MORTIS,4,1,25.0%
SA,brawlBall,Pinhole Punt,NAJIA,3,2,66.7%
SA,brawlBall,Pinhole Punt,OTIS,10,3,30.0%
SA,brawlBall,Pinhole Punt,PAM,2,1,50.0%
SA,brawlBall,Pinhole Punt,PIERCE,6,3,50.0%
SA,brawlBall,Pinhole Punt,POCO,1,0,0.0%
SA,brawlBall,Pinhole Punt,RUFFS,4,3,75.0%
SA,brawlBall,Pinhole Punt,SHADE,3,2,66.7%
SA,brawlBall,Pinhole Punt,SIRIUS,3,1,33.3%
SA,brawlBall,Pinhole Punt,SQUEAK,1,1,100.0%
SA,brawlBall,Pinhole Punt,STU,9,5,55.6%
SA,brawlBall,Pinhole Punt,TRUNK,1,0,0.0%
SA,brawlBall,Pinhole Punt,ZIGGY,1,1,100.0%
SA,brawlBall,Sneaky Fields,ALLI,2,2,100.0%
SA,brawlBall,Sneaky Fields,BIBI,1,0,0.0%
SA,brawlBall,Sneaky Fields,BULL,2,0,0.0%
SA,brawlBall,Sneaky Fields,CARL,1,1,100.0%
SA,brawlBall,Sneaky Fields,CHARLIE,1,0,0.0%
SA,brawlBall,Sneaky Fields,CHESTER,3,2,66.7%
SA,brawlBall,Sneaky Fields,COLETTE,2,1,50.0%
SA,brawlBall,Sneaky Fields,CORDELIUS,1,1,100.0%
SA,brawlBall,Sneaky Fields,CROW,2,1,50.0%
SA,brawlBall,Sneaky Fields,EDGAR,2,1,50.0%
SA,brawlBall,Sneaky Fields,EMZ,2,2,100.0%
SA,brawlBall,Sneaky Fields,FANG,1,0,0.0%
SA,brawlBall,Sneaky Fields,GRIFF,4,1,25.0%
SA,brawlBall,Sneaky Fields,LUMI,3,2,66.7%
SA,brawlBall,Sneaky Fields,MEEPLE,1,0,0.0%
SA,brawlBall,Sneaky Fields,MORTIS,3,2,66.7%
SA,brawlBall,Sneaky Fields,NAJIA,3,3,100.0%
SA,brawlBall,Sneaky Fields,NITA,1,0,0.0%
SA,brawlBall,Sneaky Fields,OTIS,5,2,40.0%
SA,brawlBall,Sneaky Fields,PIERCE,1,0,0.0%
SA,brawlBall,Sneaky Fields,POCO,2,1,50.0%
SA,brawlBall,Sneaky Fields,RICO,1,0,0.0%
SA,brawlBall,Sneaky Fields,RUFFS,3,0,0.0%
SA,brawlBall,Sneaky Fields,SANDY,2,1,50.0%
SA,brawlBall,Sneaky Fields,SPIKE,4,3,75.0%
SA,brawlBall,Sneaky Fields,SQUEAK,1,1,100.0%
SA,brawlBall,Super Beach,BARLEY,1,1,100.0%
SA,brawlBall,Super Beach,BEA,1,1,100.0%
SA,brawlBall,Super Beach,BERRY,1,1,100.0%
SA,brawlBall,Super Beach,BIBI,1,1,100.0%
SA,brawlBall,Super Beach,BULL,1,1,100.0%
SA,brawlBall,Super Beach,BUZZ,1,1,100.0%
SA,brawlBall,Super Beach,CHARLIE,2,1,50.0%
SA,brawlBall,Super Beach,CHESTER,4,3,75.0%
SA,brawlBall,Super Beach,COLETTE,1,0,0.0%
SA,brawlBall,Super Beach,CORDELIUS,4,4,100.0%
SA,brawlBall,Super Beach,CROW,5,2,40.0%
SA,brawlBall,Super Beach,DYNAMIKE,2,1,50.0%
SA,brawlBall,Super Beach,EDGAR,3,2,66.7%
SA,brawlBall,Super Beach,EL PRIMO,2,1,50.0%
SA,brawlBall,Super Beach,EMZ,2,0,0.0%
SA,brawlBall,Super Beach,FRANK,3,1,33.3%
SA,brawlBall,Super Beach,GALE,2,1,50.0%
SA,brawlBall,Super Beach,GRIFF,7,2,28.6%
SA,brawlBall,Super Beach,HANK,2,0,0.0%
SA,brawlBall,Super Beach,KIT,1,0,0.0%
SA,brawlBall,Super Beach,LUMI,3,2,66.7%
SA,brawlBall,Super Beach,MAISIE,1,0,0.0%
SA,brawlBall,Super Beach,MAX,1,0,0.0%
SA,brawlBall,Super Beach,MEEPLE,5,4,80.0%
SA,brawlBall,Super Beach,MOE,1,0,0.0%
SA,brawlBall,Super Beach,MORTIS,5,1,20.0%
SA,brawlBall,Super Beach,NAJIA,1,1,100.0%
SA,brawlBall,Super Beach,NITA,1,1,100.0%
SA,brawlBall,Super Beach,OTIS,11,5,45.5%
SA,brawlBall,Super Beach,PIERCE,3,2,66.7%
SA,brawlBall,Super Beach,POCO,2,1,50.0%
SA,brawlBall,Super Beach,RUFFS,2,0,0.0%
SA,brawlBall,Super Beach,SANDY,1,1,100.0%
SA,brawlBall,Super Beach,SHADE,9,4,44.4%
SA,brawlBall,Super Beach,SHELLY,1,1,100.0%
SA,brawlBall,Super Beach,SIRIUS,2,1,50.0%
SA,brawlBall,Super Beach,STU,5,2,40.0%
SA,brawlBall,Super Beach,WILLOW,2,1,50.0%
SA,duoShowdown,Flying Fantasies,ANGELO,2,0,0.0%
SA,duoShowdown,Flying Fantasies,BYRON,2,0,0.0%
SA,duoShowdown,Flying Fantasies,JANET,2,0,0.0%
SA,duoShowdown,Flying Fantasies,SURGE,2,0,0.0%
SA,gemGrab,Deathcap Trap,ALLI,4,2,50.0%
SA,gemGrab,Deathcap Trap,BULL,1,1,100.0%
SA,gemGrab,Deathcap Trap,BYRON,1,0,0.0%
SA,gemGrab,Deathcap Trap,CHARLIE,1,1,100.0%
SA,gemGrab,Deathcap Trap,CHESTER,3,1,33.3%
SA,gemGrab,Deathcap Trap,COLETTE,3,2,66.7%
SA,gemGrab,Deathcap Trap,COLT,1,1,100.0%
SA,gemGrab,Deathcap Trap,CROW,4,2,50.0%
SA,gemGrab,Deathcap Trap,EDGAR,4,2,50.0%
SA,gemGrab,Deathcap Trap,FANG,2,0,0.0%
SA,gemGrab,Deathcap Trap,FINX,3,1,33.3%
SA,gemGrab,Deathcap Trap,GLOWY,1,1,100.0%
SA,gemGrab,Deathcap Trap,GRIFF,4,3,75.0%
SA,gemGrab,Deathcap Trap,JANET,3,2,66.7%
SA,gemGrab,Deathcap Trap,KIT,4,2,50.0%
SA,gemGrab,Deathcap Trap,LEON,3,3,100.0%
SA,gemGrab,Deathcap Trap,LILY,3,1,33.3%
SA,gemGrab,Deathcap Trap,LUMI,4,4,100.0%
SA,gemGrab,Deathcap Trap,MICO,1,0,0.0%
SA,gemGrab,Deathcap Trap,MOE,1,0,0.0%
SA,gemGrab,Deathcap Trap,MORTIS,5,2,40.0%
SA,gemGrab,Deathcap Trap,NAJIA,1,0,0.0%
SA,gemGrab,Deathcap Trap,OTIS,8,2,25.0%
SA,gemGrab,Deathcap Trap,PENNY,3,1,33.3%
SA,gemGrab,Deathcap Trap,PIERCE,3,2,66.7%
SA,gemGrab,Deathcap Trap,RUFFS,8,5,62.5%
SA,gemGrab,Deathcap Trap,SANDY,3,2,66.7%
SA,gemGrab,Deathcap Trap,SHADE,2,1,50.0%
SA,gemGrab,Deathcap Trap,SIRIUS,1,1,100.0%
SA,gemGrab,Deathcap Trap,SPIKE,1,1,100.0%
SA,gemGrab,Deathcap Trap,STU,8,1,12.5%
SA,gemGrab,Deathcap Trap,TARA,1,0,0.0%
SA,gemGrab,Deathcap Trap,TRUNK,1,1,100.0%
SA,gemGrab,Double Swoosh,ALLI,1,0,0.0%
SA,gemGrab,Double Swoosh,AMBER,1,1,100.0%
SA,gemGrab,Double Swoosh,BO,6,5,83.3%
SA,gemGrab,Double Swoosh,BUSTER,2,2,100.0%
SA,gemGrab,Double Swoosh,CHESTER,5,4,80.0%
SA,gemGrab,Double Swoosh,COLETTE,1,1,100.0%
SA,gemGrab,Double Swoosh,CROW,1,1,100.0%
SA,gemGrab,Double Swoosh,DRACO,2,2,100.0%
SA,gemGrab,Double Swoosh,EDGAR,1,0,0.0%
SA,gemGrab,Double Swoosh,FINX,2,1,50.0%
SA,gemGrab,Double Swoosh,GALE,1,1,100.0%
SA,gemGrab,Double Swoosh,GRIFF,4,0,0.0%
SA,gemGrab,Double Swoosh,KENJI,1,0,0.0%
SA,gemGrab,Double Swoosh,KIT,1,1,100.0%
SA,gemGrab,Double Swoosh,LEON,1,0,0.0%
SA,gemGrab,Double Swoosh,LILY,4,1,25.0%
SA,gemGrab,Double Swoosh,LOLA,1,0,0.0%
SA,gemGrab,Double Swoosh,LUMI,1,0,0.0%
SA,gemGrab,Double Swoosh,MAISIE,1,1,100.0%
SA,gemGrab,Double Swoosh,MEEPLE,1,0,0.0%
SA,gemGrab,Double Swoosh,MOE,6,4,66.7%
SA,gemGrab,Double Swoosh,MORTIS,2,1,50.0%
SA,gemGrab,Double Swoosh,NAJIA,2,2,100.0%
SA,gemGrab,Double Swoosh,OTIS,5,1,20.0%
SA,gemGrab,Double Swoosh,PEARL,1,0,0.0%
SA,gemGrab,Double Swoosh,PENNY,3,1,33.3%
SA,gemGrab,Double Swoosh,ROSA,1,0,0.0%
SA,gemGrab,Double Swoosh,SANDY,5,2,40.0%
SA,gemGrab,Double Swoosh,SIRIUS,1,1,100.0%
SA,gemGrab,Double Swoosh,SPIKE,1,0,0.0%
SA,gemGrab,Double Swoosh,STU,7,3,42.9%
SA,gemGrab,Double Swoosh,TARA,5,2,40.0%
SA,gemGrab,Double Swoosh,TRUNK,1,1,100.0%
SA,gemGrab,Hard Rock Mine,ALLI,1,1,100.0%
SA,gemGrab,Hard Rock Mine,BERRY,1,0,0.0%
SA,gemGrab,Hard Rock Mine,BONNIE,2,2,100.0%
SA,gemGrab,Hard Rock Mine,BULL,2,1,50.0%
SA,gemGrab,Hard Rock Mine,BUZZ,1,1,100.0%
SA,gemGrab,Hard Rock Mine,CHARLIE,7,3,42.9%
SA,gemGrab,Hard Rock Mine,CHESTER,12,4,33.3%
SA,gemGrab,Hard Rock Mine,CLANCY,1,0,0.0%
SA,gemGrab,Hard Rock Mine,COLETTE,5,3,60.0%
SA,gemGrab,Hard Rock Mine,CROW,5,2,40.0%
SA,gemGrab,Hard Rock Mine,DAMIAN,1,0,0.0%
SA,gemGrab,Hard Rock Mine,DARRYL,1,1,100.0%
SA,gemGrab,Hard Rock Mine,DOUG,1,1,100.0%
SA,gemGrab,Hard Rock Mine,EDGAR,1,0,0.0%
SA,gemGrab,Hard Rock Mine,EMZ,1,1,100.0%
SA,gemGrab,Hard Rock Mine,FANG,2,0,0.0%
SA,gemGrab,Hard Rock Mine,FINX,1,1,100.0%
SA,gemGrab,Hard Rock Mine,FRANK,1,1,100.0%
SA,gemGrab,Hard Rock Mine,GRAY,1,1,100.0%
SA,gemGrab,Hard Rock Mine,GRIFF,1,1,100.0%
SA,gemGrab,Hard Rock Mine,GUS,2,1,50.0%
SA,gemGrab,Hard Rock Mine,HANK,2,0,0.0%
SA,gemGrab,Hard Rock Mine,JACKY,1,0,0.0%
SA,gemGrab,Hard Rock Mine,JANET,2,0,0.0%
SA,gemGrab,Hard Rock Mine,KAZE,1,1,100.0%
SA,gemGrab,Hard Rock Mine,KENJI,1,0,0.0%
SA,gemGrab,Hard Rock Mine,KIT,4,4,100.0%
SA,gemGrab,Hard Rock Mine,LEON,2,0,0.0%
SA,gemGrab,Hard Rock Mine,LILY,7,2,28.6%
SA,gemGrab,Hard Rock Mine,LUMI,2,0,0.0%
SA,gemGrab,Hard Rock Mine,MAISIE,1,0,0.0%
SA,gemGrab,Hard Rock Mine,MAX,1,0,0.0%
SA,gemGrab,Hard Rock Mine,MICO,1,1,100.0%
SA,gemGrab,Hard Rock Mine,MOE,1,0,0.0%
SA,gemGrab,Hard Rock Mine,MORTIS,9,3,33.3%
SA,gemGrab,Hard Rock Mine,NAJIA,4,2,50.0%
SA,gemGrab,Hard Rock Mine,NITA,1,1,100.0%
SA,gemGrab,Hard Rock Mine,OTIS,7,5,71.4%
SA,gemGrab,Hard Rock Mine,PAM,1,1,100.0%
SA,gemGrab,Hard Rock Mine,PENNY,3,1,33.3%
SA,gemGrab,Hard Rock Mine,PIERCE,2,0,0.0%
SA,gemGrab,Hard Rock Mine,RICO,3,3,100.0%
SA,gemGrab,Hard Rock Mine,ROSA,1,0,0.0%
SA,gemGrab,Hard Rock Mine,RUFFS,7,4,57.1%
SA,gemGrab,Hard Rock Mine,SANDY,2,1,50.0%
SA,gemGrab,Hard Rock Mine,SHADE,8,6,75.0%
SA,gemGrab,Hard Rock Mine,SIRIUS,6,3,50.0%
SA,gemGrab,Hard Rock Mine,SPIKE,1,0,0.0%
SA,gemGrab,Hard Rock Mine,STU,5,5,100.0%
SA,gemGrab,Hard Rock Mine,TRUNK,2,1,50.0%
SA,heist,Bridge Too Far,BELLE,1,0,0.0%
SA,heist,Bridge Too Far,BROCK,2,1,50.0%
SA,heist,Bridge Too Far,CHUCK,1,0,0.0%
SA,heist,Bridge Too Far,COLETTE,1,0,0.0%
SA,heist,Bridge Too Far,COLT,2,1,50.0%
SA,heist,Bridge Too Far,EVE,2,2,100.0%
SA,heist,Bridge Too Far,KAZE,1,0,0.0%
SA,heist,Bridge Too Far,LOLA,1,1,100.0%
SA,heist,Bridge Too Far,OTIS,1,1,100.0%
SA,heist,Hot Potato,AMBER,1,0,0.0%
SA,heist,Hot Potato,BERRY,4,2,50.0%
SA,heist,Hot Potato,BROCK,1,0,0.0%
SA,heist,Hot Potato,BULL,1,0,0.0%
SA,heist,Hot Potato,CARL,2,1,50.0%
SA,heist,Hot Potato,CHUCK,3,0,0.0%
SA,heist,Hot Potato,CLANCY,4,2,50.0%
SA,heist,Hot Potato,COLETTE,1,0,0.0%
SA,heist,Hot Potato,COLT,5,2,40.0%
SA,heist,Hot Potato,CORDELIUS,2,0,0.0%
SA,heist,Hot Potato,CROW,3,1,33.3%
SA,heist,Hot Potato,DARRYL,2,2,100.0%
SA,heist,Hot Potato,DYNAMIKE,2,1,50.0%
SA,heist,Hot Potato,EDGAR,3,2,66.7%
SA,heist,Hot Potato,GRIFF,2,1,50.0%
SA,heist,Hot Potato,HANK,1,0,0.0%
SA,heist,Hot Potato,KAZE,3,2,66.7%
SA,heist,Hot Potato,KIT,1,0,0.0%
SA,heist,Hot Potato,LILY,4,2,50.0%
SA,heist,Hot Potato,LUMI,6,6,100.0%
SA,heist,Hot Potato,MELODIE,4,2,50.0%
SA,heist,Hot Potato,NITA,2,2,100.0%
SA,heist,Hot Potato,OTIS,5,3,60.0%
SA,heist,Hot Potato,PIERCE,2,0,0.0%
SA,heist,Hot Potato,R-T,1,1,100.0%
SA,heist,Hot Potato,RICO,3,1,33.3%
SA,heist,Hot Potato,RUFFS,2,1,50.0%
SA,heist,Hot Potato,SHADE,3,3,100.0%
SA,heist,Hot Potato,SIRIUS,4,2,50.0%
SA,heist,Hot Potato,ZIGGY,1,0,0.0%
SA,heist,Safe Zone,8-BIT,6,2,33.3%
SA,heist,Safe Zone,AMBER,1,1,100.0%
SA,heist,Safe Zone,ANGELO,3,1,33.3%
SA,heist,Safe Zone,BEA,2,2,100.0%
SA,heist,Safe Zone,BELLE,6,4,66.7%
SA,heist,Safe Zone,BERRY,5,1,20.0%
SA,heist,Safe Zone,BO,2,1,50.0%
SA,heist,Safe Zone,BROCK,2,2,100.0%
SA,heist,Safe Zone,BULL,1,1,100.0%
SA,heist,Safe Zone,BYRON,4,1,25.0%
SA,heist,Safe Zone,CARL,2,0,0.0%
SA,heist,Safe Zone,CHARLIE,1,0,0.0%
SA,heist,Safe Zone,COLETTE,3,2,66.7%
SA,heist,Safe Zone,COLT,10,8,80.0%
SA,heist,Safe Zone,CROW,3,2,66.7%
SA,heist,Safe Zone,EDGAR,2,1,50.0%
SA,heist,Safe Zone,EVE,3,2,66.7%
SA,heist,Safe Zone,FINX,1,0,0.0%
SA,heist,Safe Zone,GIGI,1,0,0.0%
SA,heist,Safe Zone,GRIFF,1,1,100.0%
SA,heist,Safe Zone,KAZE,8,4,50.0%
SA,heist,Safe Zone,LILY,1,0,0.0%
SA,heist,Safe Zone,LOLA,3,3,100.0%
SA,heist,Safe Zone,MELODIE,6,2,33.3%
SA,heist,Safe Zone,NAJIA,3,1,33.3%
SA,heist,Safe Zone,NANI,2,2,100.0%
SA,heist,Safe Zone,PENNY,7,3,42.9%
SA,heist,Safe Zone,PIERCE,2,0,0.0%
SA,heist,Safe Zone,RUFFS,1,0,0.0%
SA,heist,Safe Zone,SHADE,3,0,0.0%
SA,heist,Safe Zone,SPIKE,1,1,100.0%
SA,hotZone,Dueling Beetles,AMBER,2,1,50.0%
SA,hotZone,Dueling Beetles,BERRY,3,1,33.3%
SA,hotZone,Dueling Beetles,BO,2,1,50.0%
SA,hotZone,Dueling Beetles,BUZZ,1,0,0.0%
SA,hotZone,Dueling Beetles,CHARLIE,1,0,0.0%
SA,hotZone,Dueling Beetles,CHESTER,8,3,37.5%
SA,hotZone,Dueling Beetles,CLANCY,1,1,100.0%
SA,hotZone,Dueling Beetles,COLETTE,1,0,0.0%
SA,hotZone,Dueling Beetles,CORDELIUS,2,1,50.0%
SA,hotZone,Dueling Beetles,CROW,4,2,50.0%
SA,hotZone,Dueling Beetles,EDGAR,5,2,40.0%
SA,hotZone,Dueling Beetles,EMZ,2,2,100.0%
SA,hotZone,Dueling Beetles,FANG,1,0,0.0%
SA,hotZone,Dueling Beetles,FINX,5,3,60.0%
SA,hotZone,Dueling Beetles,GLOWY,1,0,0.0%
SA,hotZone,Dueling Beetles,GRAY,1,1,100.0%
SA,hotZone,Dueling Beetles,GRIFF,1,0,0.0%
SA,hotZone,Dueling Beetles,KAZE,3,1,33.3%
SA,hotZone,Dueling Beetles,KENJI,6,2,33.3%
SA,hotZone,Dueling Beetles,LEON,4,2,50.0%
SA,hotZone,Dueling Beetles,LOU,3,2,66.7%
SA,hotZone,Dueling Beetles,LUMI,6,5,83.3%
SA,hotZone,Dueling Beetles,MANDY,1,1,100.0%
SA,hotZone,Dueling Beetles,MEEPLE,4,3,75.0%
SA,hotZone,Dueling Beetles,MINA,4,2,50.0%
SA,hotZone,Dueling Beetles,MORTIS,4,3,75.0%
SA,hotZone,Dueling Beetles,NAJIA,1,0,0.0%
SA,hotZone,Dueling Beetles,OTIS,4,1,25.0%
SA,hotZone,Dueling Beetles,PAM,2,1,50.0%
SA,hotZone,Dueling Beetles,PIERCE,7,4,57.1%
SA,hotZone,Dueling Beetles,POCO,1,0,0.0%
SA,hotZone,Dueling Beetles,RICO,1,0,0.0%
SA,hotZone,Dueling Beetles,RUFFS,1,0,0.0%
SA,hotZone,Dueling Beetles,SHADE,1,0,0.0%
SA,hotZone,Dueling Beetles,SIRIUS,1,1,100.0%
SA,hotZone,Dueling Beetles,SQUEAK,1,1,100.0%
SA,hotZone,Dueling Beetles,STU,6,4,66.7%
SA,hotZone,Open Business,EDGAR,1,1,100.0%
SA,hotZone,Open Business,FINX,1,1,100.0%
SA,hotZone,Open Business,HANK,2,0,0.0%
SA,hotZone,Open Business,KENJI,1,0,0.0%
SA,hotZone,Open Business,LUMI,2,1,50.0%
SA,hotZone,Open Business,MINA,1,1,100.0%
SA,hotZone,Open Business,MORTIS,1,0,0.0%
SA,hotZone,Open Business,OTIS,2,1,50.0%
SA,hotZone,Open Business,STU,1,1,100.0%
SA,hotZone,Ring of Fire,ALLI,2,1,50.0%
SA,hotZone,Ring of Fire,BEA,1,1,100.0%
SA,hotZone,Ring of Fire,BERRY,1,1,100.0%
SA,hotZone,Ring of Fire,BO,1,1,100.0%
SA,hotZone,Ring of Fire,BULL,2,0,0.0%
SA,hotZone,Ring of Fire,BUZZ,1,1,100.0%
SA,hotZone,Ring of Fire,BYRON,3,2,66.7%
SA,hotZone,Ring of Fire,CHARLIE,3,3,100.0%
SA,hotZone,Ring of Fire,CHESTER,1,1,100.0%
SA,hotZone,Ring of Fire,CHUCK,2,1,50.0%
SA,hotZone,Ring of Fire,CLANCY,2,2,100.0%
SA,hotZone,Ring of Fire,CROW,1,0,0.0%
SA,hotZone,Ring of Fire,DRACO,1,1,100.0%
SA,hotZone,Ring of Fire,EDGAR,4,2,50.0%
SA,hotZone,Ring of Fire,EMZ,1,0,0.0%
SA,hotZone,Ring of Fire,FINX,11,6,54.5%
SA,hotZone,Ring of Fire,GLOWY,1,1,100.0%
SA,hotZone,Ring of Fire,GRIFF,3,1,33.3%
SA,hotZone,Ring of Fire,JUJU,1,0,0.0%
SA,hotZone,Ring of Fire,KAZE,1,0,0.0%
SA,hotZone,Ring of Fire,KENJI,1,1,100.0%
SA,hotZone,Ring of Fire,KIT,1,0,0.0%
SA,hotZone,Ring of Fire,LEON,1,0,0.0%
SA,hotZone,Ring of Fire,LOLA,3,2,66.7%
SA,hotZone,Ring of Fire,LOU,3,1,33.3%
SA,hotZone,Ring of Fire,LUMI,2,2,100.0%
SA,hotZone,Ring of Fire,MEEPLE,3,1,33.3%
SA,hotZone,Ring of Fire,MINA,4,3,75.0%
SA,hotZone,Ring of Fire,MORTIS,1,1,100.0%
SA,hotZone,Ring of Fire,OTIS,1,1,100.0%
SA,hotZone,Ring of Fire,PAM,3,1,33.3%
SA,hotZone,Ring of Fire,PIERCE,6,3,50.0%
SA,hotZone,Ring of Fire,POCO,6,1,16.7%
SA,hotZone,Ring of Fire,RUFFS,4,2,50.0%
SA,hotZone,Ring of Fire,SIRIUS,3,1,33.3%
SA,hotZone,Ring of Fire,STU,3,0,0.0%
SA,hotZone,Ring of Fire,TRUNK,2,0,0.0%
SA,knockout,Belle's Rock,ANGELO,6,4,66.7%
SA,knockout,Belle's Rock,BELLE,6,4,66.7%
SA,knockout,Belle's Rock,BERRY,1,0,0.0%
SA,knockout,Belle's Rock,BROCK,11,3,27.3%
SA,knockout,Belle's Rock,BUSTER,1,1,100.0%
SA,knockout,Belle's Rock,BYRON,8,4,50.0%
SA,knockout,Belle's Rock,CHARLIE,1,0,0.0%
SA,knockout,Belle's Rock,COLT,1,0,0.0%
SA,knockout,Belle's Rock,DARRYL,1,1,100.0%
SA,knockout,Belle's Rock,DOUG,2,1,50.0%
SA,knockout,Belle's Rock,EDGAR,5,3,60.0%
SA,knockout,Belle's Rock,FRANK,1,1,100.0%
SA,knockout,Belle's Rock,GENE,3,1,33.3%
SA,knockout,Belle's Rock,GRAY,1,1,100.0%
SA,knockout,Belle's Rock,GUS,2,1,50.0%
SA,knockout,Belle's Rock,JAE-YONG,2,1,50.0%
SA,knockout,Belle's Rock,KIT,5,1,20.0%
SA,knockout,Belle's Rock,LEON,5,1,20.0%
SA,knockout,Belle's Rock,MAISIE,1,0,0.0%
SA,knockout,Belle's Rock,MANDY,3,2,66.7%
SA,knockout,Belle's Rock,MEEPLE,4,2,50.0%
SA,knockout,Belle's Rock,MICO,3,1,33.3%
SA,knockout,Belle's Rock,MINA,11,5,45.5%
SA,knockout,Belle's Rock,MORTIS,5,3,60.0%
SA,knockout,Belle's Rock,NAJIA,3,2,66.7%
SA,knockout,Belle's Rock,NANI,3,0,0.0%
SA,knockout,Belle's Rock,OLLIE,6,4,66.7%
SA,knockout,Belle's Rock,PIERCE,3,3,100.0%
SA,knockout,Belle's Rock,R-T,6,2,33.3%
SA,knockout,Belle's Rock,RICO,9,4,44.4%
SA,knockout,Belle's Rock,RUFFS,9,6,66.7%
SA,knockout,Belle's Rock,SPROUT,2,2,100.0%
SA,knockout,Belle's Rock,SQUEAK,3,2,66.7%
SA,knockout,Belle's Rock,TICK,5,3,60.0%
SA,knockout,Goldarm Gulch,ALLI,1,0,0.0%
SA,knockout,Goldarm Gulch,ANGELO,2,1,50.0%
SA,knockout,Goldarm Gulch,BELLE,1,0,0.0%
SA,knockout,Goldarm Gulch,BROCK,6,2,33.3%
SA,knockout,Goldarm Gulch,BULL,1,0,0.0%
SA,knockout,Goldarm Gulch,BYRON,1,1,100.0%
SA,knockout,Goldarm Gulch,COLT,2,1,50.0%
SA,knockout,Goldarm Gulch,CROW,2,0,0.0%
SA,knockout,Goldarm Gulch,DARRYL,1,0,0.0%
SA,knockout,Goldarm Gulch,DOUG,1,1,100.0%
SA,knockout,Goldarm Gulch,EVE,1,0,0.0%
SA,knockout,Goldarm Gulch,FANG,1,0,0.0%
SA,knockout,Goldarm Gulch,FINX,1,0,0.0%
SA,knockout,Goldarm Gulch,GENE,2,1,50.0%
SA,knockout,Goldarm Gulch,GRAY,1,1,100.0%
SA,knockout,Goldarm Gulch,GRIFF,2,1,50.0%
SA,knockout,Goldarm Gulch,GUS,1,1,100.0%
SA,knockout,Goldarm Gulch,JAE-YONG,1,1,100.0%
SA,knockout,Goldarm Gulch,KIT,1,1,100.0%
SA,knockout,Goldarm Gulch,LEON,1,1,100.0%
SA,knockout,Goldarm Gulch,MAX,2,1,50.0%
SA,knockout,Goldarm Gulch,MORTIS,3,2,66.7%
SA,knockout,Goldarm Gulch,OLLIE,5,3,60.0%
SA,knockout,Goldarm Gulch,PEARL,1,0,0.0%
SA,knockout,Goldarm Gulch,PIERCE,2,0,0.0%
SA,knockout,Goldarm Gulch,PIPER,1,1,100.0%
SA,knockout,Goldarm Gulch,R-T,2,2,100.0%
SA,knockout,Goldarm Gulch,RUFFS,4,2,50.0%
SA,knockout,Goldarm Gulch,SPIKE,1,0,0.0%
SA,knockout,Goldarm Gulch,SQUEAK,2,2,100.0%
SA,knockout,Goldarm Gulch,ZIGGY,1,1,100.0%
SA,knockout,Out in the Open,ANGELO,2,0,0.0%
SA,knockout,Out in the Open,BELLE,2,0,0.0%
SA,knockout,Out in the Open,BROCK,1,1,100.0%
SA,knockout,Out in the Open,BYRON,2,2,100.0%
SA,knockout,Out in the Open,COLETTE,2,0,0.0%
SA,knockout,Out in the Open,COLT,1,1,100.0%
